Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,position,method,induction.year,first.year,last.year,Num.Years.On.Ballot,mitchell.report
Smoky Joe Wood,68,39,14,37.7,32.8,35.3,57.9,697,1952,266,553,23,325,23,208,0.283,0.357,0.411,0.768,110,117,57,2.03,147,1.087,225,158,10,1434.1,1138,10,421,989,*O1/43,RF,0,0,1908,1922,9,0
Art Fletcher,18,17,13,45.1,35,40,52.1,1533,5541,684,1534,32,675,160,203,0.277,0.319,0.365,0.684,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*654,SS,0,0,1909,1922,8,0
Harry Hooper,38,34,17,49.4,28.4,38.9,55.4,2309,8785,1429,2466,75,817,375,1136,0.281,0.368,0.387,0.755,114,0,0,0,NA,1.5,1,0,0,2,2,0,1,0,*O/1,RF,4,1971,1909,1925,6,0
Stuffy McInnis,43,23,19,29.6,22.8,26.2,51.5,2128,7822,872,2405,20,1062,172,380,0.307,0.343,0.381,0.723,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*36/54O,1B,0,0,1909,1927,7,0
Sherry Magee,60,35,16,55.8,36.8,46.3,50.7,2087,7441,1112,2169,83,1176,441,736,0.291,0.364,0.427,0.79,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O36/45,LF,0,0,1904,1919,8,0
Dick Rudolph,46,22,13,22.3,23.7,23,57.9,284,698,46,131,2,56,9,53,0.188,0.248,0.234,0.482,46,121,109,2.66,105,1.158,279,240,8,2049,1971,35,402,786,1,P,0,0,1910,1927,2,0
Jack Coombs,95,30,14,26.7,27.2,26.9,57.9,460,1110,123,261,4,100,21,59,0.235,0.278,0.295,0.573,74,158,110,2.78,99,1.239,354,268,8,2320,2034,38,841,1052,*1O/3,P,0,0,1906,1920,5,0
Charlie Gelbert,14,5,9,8.3,10.2,9.3,52.1,876,2869,398,766,17,350,34,290,0.267,0.336,0.374,0.709,81,0,0,9,51,2,2,0,0,4,5,2,3,1,*65/41,SS,0,0,1929,1940,4,0
Satchel Paige,7,0,6,8.4,8.4,8.4,32.3,179,124,2,12,0,4,0,3,0.097,0.118,0.097,0.215,-41,28,31,3.29,124,1.279,179,26,32,476,429,29,180,288,1,P,7,1971,1948,1965,1,0
Tim Jordan,8,8,7,10.3,10.3,10.3,51.5,540,1813,220,474,32,232,48,254,0.261,0.355,0.382,0.737,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3,1B,0,0,1901,1910,1,0
George Burns,56,27,15,37.8,31.6,34.7,50.7,1853,7241,1188,2077,41,611,383,872,0.287,0.366,0.384,0.749,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/5,OF,0,0,1911,1925,5,0
Miller Huggins,12,25,13,33.8,24.8,29.3,54.4,1586,5558,948,1474,9,318,324,1003,0.265,0.382,0.314,0.696,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/5,2B,5,1964,1904,1916,8,0
Tommy Thevenow,6,12,15,-6.7,3.1,-1.8,52.1,1229,4164,380,1030,2,456,23,210,0.247,0.285,0.294,0.579,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*645/3,SS,0,0,1924,1938,1,0
Jewel Ens,0,0,4,0,0,0,51.5,67,186,25,54,1,24,5,7,0.29,0.323,0.392,0.716,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/4356,2B,0,0,1922,1925,1,0
Jo-Jo Moore,54,16,12,15.1,14.6,14.8,50.7,1335,5427,809,1615,79,513,46,348,0.298,0.344,0.408,0.752,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,LF,0,0,1930,1941,1,0
Charlie Gehringer,277,72,19,76.6,49,62.8,54.4,2323,8860,1774,2839,184,1427,181,1186,0.32,0.404,0.48,0.884,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/35,2B,3,1949,1924,1942,6,0
Fred Toney,52,26,12,23.8,24.6,24.2,57.9,336,744,40,118,3,47,3,21,0.159,0.182,0.198,0.379,10,139,102,2.69,113,1.188,336,271,12,2206,2037,58,583,718,*1,P,0,0,1911,1923,1,0
Spud Davis,44,38,16,25.5,19.9,22.7,40.7,1458,4255,388,1312,77,647,6,386,0.308,0.369,0.43,0.799,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/35,C,0,0,1928,1945,2,0
Buddy Myer,86,41,17,43.7,29.2,36.5,54.4,1923,7038,1174,2131,38,850,157,965,0.303,0.389,0.406,0.795,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*465/O,2B,0,0,1925,1941,1,0
Ping Bodie,0,10,9,12.7,14.1,13.4,54.8,1050,3670,393,1011,43,516,83,312,0.275,0.335,0.396,0.731,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/43,OF,0,0,1911,1921,2,0
Whitey Witt,15,17,10,10.5,11.1,10.8,54.8,1139,4171,632,1195,18,302,78,489,0.287,0.362,0.364,0.726,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O64/5,OF,0,0,1916,1926,1,0
Jimmy Ring,12,3,12,10.1,15.9,13,57.9,391,817,58,120,4,57,2,17,0.147,0.167,0.192,0.359,-5,118,149,4.13,96,1.486,389,294,11,2357.1,2551,105,953,833,*1,P,0,0,1917,1928,1,0
Herb Pennock,92,36,22,39.8,33.5,36.6,57.9,620,1214,108,232,4,103,1,94,0.191,0.253,0.235,0.488,31,241,162,3.6,106,1.348,617,419,33,3571.2,3900,128,916,1227,*1,P,1,1948,1912,1934,8,0
Pie Traynor,96,43,17,33.8,24.4,29.1,53.4,1941,7559,1183,2416,58,1273,158,472,0.32,0.362,0.435,0.797,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/3,3B,1,1948,1920,1937,8,0
Dots Miller,5,9,12,15.7,17.7,16.7,54.4,1589,5805,711,1526,32,715,177,391,0.263,0.314,0.357,0.671,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*465/O,1B,0,0,1909,1921,1,0
Leon Cadore,8,12,10,18.4,19.4,18.9,57.9,193,442,28,92,5,45,2,14,0.208,0.234,0.283,0.517,45,68,72,3.14,107,1.242,192,147,3,1257.1,1273,44,289,445,1,P,0,0,1915,1924,1,0
Hank Severeid,25,27,15,17.4,14.5,15.9,40.7,1390,4312,408,1245,17,539,35,331,0.289,0.342,0.367,0.709,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/3O5,C,0,0,1911,1926,1,0
Hugh Mulcahy,4,0,9,3.4,4.5,4,57.9,223,388,24,64,0,21,0,14,0.165,0.194,0.188,0.382,5,45,89,4.49,90,1.513,220,145,9,1161.2,1271,69,487,314,1/O,P,0,0,1935,1947,1,0
Sam West,35,24,16,26.1,20.4,23.2,54.8,1753,6148,934,1838,75,838,54,696,0.299,0.371,0.425,0.796,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,CF,0,0,1927,1942,1,0
Sherry Smith,12,11,14,23.6,20.5,22,57.9,381,709,59,165,6,60,4,30,0.233,0.268,0.32,0.588,60,114,118,3.32,108,1.303,373,226,21,2052.2,2234,57,440,428,*1/O,P,0,0,1911,1927,1,0
Joe Oeschger,13,3,12,4.2,9.6,6.9,57.9,366,599,34,99,0,41,0,20,0.165,0.192,0.187,0.379,8,82,116,3.81,88,1.423,365,199,8,1818,1936,61,651,535,*1,P,0,0,1914,1925,1,0
Carson Bigbee,24,14,11,10.4,12.8,11.6,50.7,1147,4192,629,1205,17,324,182,344,0.287,0.345,0.369,0.713,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O4/65,LF,0,0,1916,1926,1,0
Carl Hubbell,174,51,16,64.9,45.6,55.3,57.9,535,1288,95,246,4,101,1,33,0.191,0.212,0.227,0.439,18,253,154,2.98,130,1.166,535,433,33,3590.1,3461,227,725,1677,*1,P,1,1947,1928,1943,3,0
Frankie Frisch,184,60,19,68,43.7,55.9,54.4,2311,9112,1532,2880,105,1244,419,728,0.316,0.369,0.432,0.801,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*56,2B,1,1947,1919,1937,6,0
Mickey Cochrane,136,54,13,48.9,34.9,41.9,40.7,1482,5169,1041,1652,119,832,64,857,0.32,0.419,0.478,0.897,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/O,C,1,1947,1925,1937,6,0
Lefty Grove,232,62,17,97.4,60.7,79,57.9,619,1369,119,202,15,121,1,105,0.148,0.209,0.207,0.417,6,300,141,3.06,148,1.278,616,457,55,3940.2,3849,162,1187,2266,*1,P,1,1947,1925,1941,4,0
Gavvy Cravath,50,23,11,31,28.3,29.7,55.4,1220,3951,575,1134,119,719,89,561,0.287,0.38,0.478,0.858,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,RF,0,0,1908,1920,5,0
Terry Turner,2,13,17,34.7,26.5,30.6,52.1,1659,5921,699,1499,8,528,256,435,0.253,0.308,0.318,0.626,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*54O,SS,0,0,1901,1919,1,0
Eddie Dyer,0,0,6,-0.5,-0.5,-0.5,32.3,129,157,31,35,2,13,3,10,0.223,0.269,0.344,0.613,62,15,15,4.75,84,1.609,69,23,3,256,316,11,96,63,1/O,P,0,0,1922,1927,1,0
Frank Chance,22,24,17,43.5,34.3,38.9,51.5,1288,4299,798,1274,20,596,403,556,0.296,0.394,0.394,0.788,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*32O,1B,4,1946,1898,1914,7,0
Johnny Evers,34,24,18,45.2,32.1,38.7,54.4,1784,6137,919,1659,12,538,324,778,0.27,0.356,0.334,0.69,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/56O,2B,4,1946,1902,1929,7,0
Rube Waddell,138,47,13,55.3,47.2,51.2,57.9,410,1066,61,172,4,83,6,42,0.161,0.197,0.219,0.416,25,193,143,2.16,135,1.102,407,340,5,2961.1,2460,37,803,2316,*1/3,P,4,1946,1897,1910,7,0
Ed Walsh,146,52,14,61.7,58.7,60.2,57.9,459,1085,92,210,3,68,14,46,0.194,0.231,0.255,0.486,51,195,126,1.82,145,1,430,315,35,2964.1,2346,23,617,1736,*1/O,P,4,1946,1904,1917,7,0
Clark Griffith,90,39,21,58.1,46.3,52.2,57.9,485,1380,202,321,8,166,22,166,0.233,0.318,0.31,0.628,70,237,146,3.31,121,1.313,453,372,8,3385.2,3670,76,774,955,*1/O6345,P,6,1946,1891,1914,6,0
Mordecai Brown,169,56,14,53,39.6,46.3,57.9,493,1143,93,235,2,74,8,44,0.206,0.236,0.248,0.483,44,239,130,2.06,139,1.066,481,332,49,3172.1,2708,43,673,1375,*1/O4,P,4,1949,1903,1916,7,0
Joe Tinker,24,20,15,50.4,31.5,41,52.1,1806,6441,774,1690,31,783,336,416,0.262,0.308,0.353,0.661,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/4O,SS,4,1946,1902,1916,6,0
Joe McGinnity,164,50,10,54.7,47.4,51.1,57.9,477,1297,109,251,0,90,26,34,0.194,0.221,0.225,0.446,28,246,142,2.66,120,1.188,465,381,24,3441.1,3276,52,812,1068,*1/O45,P,4,1946,1899,1908,6,0
Eddie Plank,186,71,17,85.3,48.3,66.8,57.9,630,1607,130,331,3,122,13,71,0.206,0.25,0.245,0.495,48,326,194,2.35,122,1.119,623,529,23,4495.2,3958,42,1072,2246,*1,P,4,1946,1901,1917,6,0
Nap Rucker,40,23,10,45.7,43.6,44.7,57.9,336,805,44,157,1,44,2,22,0.195,0.216,0.226,0.443,33,134,134,2.42,119,1.175,336,274,14,2375.1,2089,41,701,1217,*1,P,0,0,1907,1916,7,0
Sam Crawford,118,53,19,69.9,37.6,53.8,55.4,2517,9570,1391,2961,97,1525,367,760,0.309,0.362,0.452,0.814,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O3,RF,4,1957,1899,1917,7,0
Lou Criger,11,20,16,9.1,8.9,9,40.7,1012,3202,337,709,11,342,58,309,0.221,0.295,0.29,0.584,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/35O,C,0,0,1896,1912,5,0
Bill Donovan,90,34,18,39.4,32.7,36.1,57.9,459,1302,142,251,7,93,36,77,0.193,0.241,0.249,0.49,49,185,139,2.69,106,1.245,378,327,8,2964.2,2631,30,1059,1552,*1O/346,P,0,0,1898,1918,5,0
Harry Davis,47,17,22,35.5,26.5,31,51.5,1755,6653,1001,1841,75,951,285,525,0.277,0.335,0.408,0.743,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3O5/46,1B,0,0,1895,1917,2,0
Shoeless Joe Jackson,122,40,13,59.6,50.7,55.2,55.4,1332,4981,873,1772,54,785,202,519,0.356,0.423,0.517,0.94,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O3,OF,0,0,1908,1920,2,0
Jesse Burkett,191,56,16,60.5,35.6,48,50.7,2067,8426,1720,2850,75,952,389,1029,0.338,0.415,0.446,0.861,140,3,11,5.56,63,1.935,23,14,0,123,144,3,94,84,*O/1456,LF,4,1946,1890,1905,5,0
Eddie Grant,0,1,10,3.4,5,4.2,53.4,990,3385,399,844,5,277,153,233,0.249,0.3,0.295,0.595,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*564/3,3B,0,0,1905,1915,5,0
Jack Dunn,0,0,8,6,8.7,7.4,57.9,490,1622,197,397,1,164,55,83,0.245,0.287,0.292,0.58,66,64,59,4.11,92,1.441,142,118,3,1076.2,1217,30,334,171,516O4,3B,0,0,1897,1904,3,0
Ginger Beaumont,68,25,12,28.3,25,26.7,54.8,1463,5660,955,1759,39,617,254,425,0.311,0.362,0.393,0.755,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,CF,0,0,1899,1910,4,0
Jack Chesbro,100,40,11,39,38.5,38.8,57.9,393,1103,85,217,5,82,5,25,0.197,0.216,0.267,0.483,44,198,132,2.68,111,1.152,392,332,5,2896.2,2647,39,690,1265,*1/3O,P,4,1946,1899,1909,4,0
Otto Knabe,0,14,11,8.1,9.7,8.9,54.4,1278,4469,572,1103,8,365,143,485,0.247,0.325,0.313,0.639,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/O56,2B,0,0,1905,1916,2,0
Tully Sparks,33,18,12,18.3,20.1,19.2,57.9,314,801,45,92,0,41,0,52,0.115,0.172,0.145,0.317,-5,121,137,2.82,103,1.229,314,270,8,2343.2,2250,33,630,780,*1,P,0,0,1897,1910,1,0
John Clarkson,252,65,12,79.6,70.4,75,57.9,546,1974,254,432,24,232,31,81,0.219,0.25,0.319,0.569,61,328,178,2.81,133,1.209,531,518,5,4536.1,4295,159,1191,1978,*1/O53,P,4,1963,1882,1894,1,0
Herman Long,88,41,16,33.4,23.3,28.3,52.1,1875,7678,1456,2129,91,1055,537,612,0.277,0.335,0.383,0.718,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*64/O35,SS,0,0,1889,1904,5,0
Bill Bradley,16,11,14,34.6,33.3,33.9,53.4,1461,5430,754,1471,34,552,181,290,0.271,0.317,0.371,0.688,108,0,0,0,NA,4,1,0,0,1,4,0,0,0,*56/341,3B,0,0,1899,1915,6,0
Billy Sullivan,11,20,16,4.1,4.9,4.5,40.7,1147,3647,363,777,21,378,98,170,0.213,0.254,0.281,0.535,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/345O6,C,0,0,1899,1916,3,0
Kid Nichols,228,69,15,111.6,72.4,92,57.9,650,2090,273,472,16,278,19,137,0.226,0.277,0.3,0.577,55,361,208,2.96,140,1.224,621,562,17,5067.1,4929,156,1272,1881,*1/O3,P,4,1949,1890,1906,5,0
Jesse Tannehill,92,41,15,45.8,40,42.9,57.9,507,1414,190,361,5,142,19,105,0.255,0.31,0.337,0.648,89,197,117,2.8,114,1.186,359,321,7,2759.1,2794,40,478,944,*1O,P,0,0,1894,1911,2,0
Fred Tenney,36,25,17,40.8,27.2,34,51.5,1994,7595,1278,2231,22,688,285,874,0.294,0.371,0.358,0.73,110,0,0,4.5,86,3,1,0,0,2,5,0,1,0,*3O2/1,1B,0,0,1894,1911,5,0
Jimmy Sheckard,44,29,17,46.7,31.7,39.2,50.7,2122,7605,1296,2084,56,813,465,1135,0.274,0.375,0.378,0.753,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/5643,LF,0,0,1897,1913,3,0
Bill Killefer,10,20,13,2.5,4.9,3.7,40.7,1035,3150,237,751,4,240,39,113,0.238,0.273,0.283,0.555,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/3O,C,0,0,1909,1921,1,0
Deacon Phillippe,98,44,13,31.8,28.7,30.3,57.9,377,980,96,185,3,90,4,49,0.189,0.236,0.234,0.469,36,189,109,2.59,120,1.105,372,289,12,2607,2518,41,363,929,*1/O,P,0,0,1899,1911,4,0
Roger Bresnahan,14,30,17,39.1,27.7,33.4,40.7,1446,4481,682,1252,26,530,212,714,0.279,0.386,0.377,0.764,126,4,1,3.93,108,1.649,9,6,0,50.1,68,1,15,15,*2O53/416,C,4,1945,1897,1915,6,0
Jimmy Collins,42,26,14,50.1,36.8,43.5,53.4,1725,6795,1055,1999,65,983,194,426,0.294,0.343,0.409,0.752,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5/O64,3B,4,1945,1895,1908,6,0
Ed Delahanty,234,65,16,66.5,47,56.7,50.7,1837,7511,1600,2597,101,1466,455,741,0.346,0.411,0.505,0.916,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O346/5,LF,4,1945,1888,1903,6,0
Hughie Jennings,88,34,18,39.7,37.5,38.6,52.1,1284,4895,992,1526,18,840,359,347,0.312,0.391,0.406,0.797,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*34/O5,SS,4,1945,1891,1918,5,0
Wilbert Robinson,25,24,17,11.5,10.9,11.2,40.7,1371,5075,637,1388,18,722,196,286,0.273,0.316,0.346,0.662,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/O,C,5,1945,1886,1902,5,0
Hugh Duffy,155,55,17,40.1,29.2,34.6,54.8,1737,7044,1554,2293,106,1302,574,664,0.326,0.386,0.451,0.837,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/64532,CF,4,1945,1888,1906,5,0
Fred Clarke,86,50,21,64.2,34.5,49.3,50.7,2246,8584,1622,2678,67,1015,509,875,0.312,0.386,0.429,0.814,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/65,LF,4,1945,1894,1915,6,0
Bobby Wallace,30,30,25,66,39.8,52.9,52.1,2383,8618,1057,2309,34,1121,201,774,0.268,0.332,0.358,0.69,105,24,22,3.87,125,1.555,57,48,1,402,469,6,156,120,*6*514/O3,SS,4,1953,1894,1918,5,0
Bill Carrigan,6,2,10,10.9,10.7,10.8,40.7,709,1970,194,506,6,235,37,206,0.257,0.334,0.314,0.648,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/3,C,0,0,1906,1916,4,0
Bobby Lowe,36,23,18,16.8,15.2,16,54.4,1821,7078,1135,1934,71,988,303,474,0.273,0.325,0.36,0.685,87,0,0,9,57,4,1,0,0,1,3,0,1,0,*4O56/31,2B,0,0,1890,1907,2,0
Kid Elberfeld,5,20,14,30.4,22.2,26.3,52.1,1292,4561,647,1235,10,535,213,427,0.271,0.355,0.339,0.694,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*654,SS,0,0,1898,1914,5,0
Branch Rickey,0,0,4,1,1,1,40.7,120,343,38,82,3,39,8,27,0.239,0.304,0.324,0.628,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/O3,C,6,1967,1905,1914,2,0
Mike Donlin,64,32,12,28.6,25.6,27.1,50.7,1049,3854,669,1282,51,543,213,312,0.333,0.386,0.468,0.854,144,0,1,7.16,57,1.837,4,1,0,16.1,16,1,14,6,*O3/16,OF,0,0,1899,1914,4,0
Claude Ritchey,12,18,13,31.5,24,27.7,54.4,1672,5923,709,1619,18,675,155,607,0.273,0.348,0.342,0.69,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*46/O,2B,0,0,1897,1909,1,0
Danny Murphy,20,18,16,32.8,27.2,30,54.4,1496,5399,705,1563,44,702,193,335,0.289,0.336,0.405,0.742,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*O/3,2B,0,0,1900,1915,2,0
Kid Gleason,11,17,22,35.5,34.7,35.1,57.9,1968,7459,1022,1946,15,824,329,501,0.261,0.311,0.318,0.628,78,138,131,3.79,104,1.447,299,266,6,2389.1,2552,76,906,744,*41O/653,2B,0,0,1888,1912,4,0
Cy Seymour,46,22,16,30.3,25.9,28.1,54.8,1529,5686,737,1724,52,799,222,354,0.303,0.347,0.405,0.752,119,61,56,3.73,102,1.554,141,124,1,1038,954,25,659,591,*O1/354,CF,0,0,1896,1913,1,0
Howie Camnitz,51,24,11,13,16.5,14.7,57.9,326,677,42,92,1,32,1,37,0.136,0.183,0.152,0.335,-2,133,106,2.75,107,1.203,326,237,15,2085.1,1852,41,656,915,*1,P,0,0,1904,1915,1,0
Wid Conroy,5,11,11,19,15.8,17.4,53.4,1374,5061,605,1257,22,452,262,345,0.248,0.301,0.329,0.629,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*6*O4/3,3B,0,0,1901,1911,1,0
Pat Moran,0,0,14,5.6,7,6.3,40.7,818,2634,198,618,18,262,55,142,0.235,0.283,0.312,0.595,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*25/3O64,C,0,0,1901,1914,4,0
Steve Yerkes,5,3,7,5.6,5.9,5.8,52.1,711,2521,307,676,6,254,54,207,0.268,0.328,0.35,0.677,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*46/5,2B,0,0,1909,1916,1,0
Bill Sweeney,13,16,8,12,12.4,12.2,54.4,1039,3692,442,1004,11,389,172,423,0.272,0.349,0.344,0.693,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*456/3O,2B,0,0,1907,1914,1,0
Amos Rusie,186,42,10,65.6,63.4,64.5,57.9,487,1730,209,429,8,176,25,27,0.248,0.262,0.32,0.582,62,246,174,3.07,129,1.349,463,427,5,3778.2,3389,75,1707,1950,*1/O3,P,4,1977,1889,1901,5,0
Rogers Hornsby,350,76,23,124.6,72.6,98.6,54.4,2259,8173,1579,2930,301,1584,135,1038,0.358,0.434,0.577,1.01,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*653/O,2B,1,1942,1915,1937,5,0
Joe Kelley,98,52,17,47.3,34.6,40.9,50.7,1853,7006,1421,2220,65,1194,443,911,0.317,0.402,0.451,0.853,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O35/46,LF,4,1971,1891,1908,2,0
Joe Boley,14,3,6,2.2,2.2,2.2,52.1,540,1780,203,478,7,227,15,130,0.269,0.323,0.354,0.677,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/45,SS,0,0,1927,1932,1,0
Harry Steinfeldt,20,14,14,27.8,24.6,26.2,53.4,1647,5900,759,1578,27,762,202,471,0.267,0.33,0.36,0.69,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*54O/63,3B,0,0,1898,1911,3,0
Arlie Latham,49,25,17,27.5,23.8,25.6,53.4,1629,6832,1481,1836,27,563,742,589,0.269,0.334,0.341,0.676,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5/4O623,3B,0,0,1880,1909,2,0
Billy Hamilton,154,51,14,61.1,41.8,51.4,54.8,1594,6283,1697,2164,40,742,914,1189,0.344,0.455,0.432,0.888,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,CF,4,1961,1888,1901,1,0
Jake Beckley,84,50,20,57.1,28.2,42.7,51.5,2389,9538,1602,2934,87,1578,315,616,0.308,0.361,0.436,0.797,125,0,1,6.75,50,2.5,1,1,0,4,9,0,1,2,*3/O41,1B,4,1971,1888,1907,1,0
Lave Cross,52,40,21,42.8,26.9,34.8,53.4,2277,9084,1338,2651,47,1378,303,466,0.292,0.329,0.383,0.711,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*2O64/3,3B,0,0,1887,1907,2,0
George Sisler,200,44,15,51.1,45.3,48.2,51.5,2055,8267,1284,2812,102,1175,375,472,0.34,0.379,0.468,0.847,125,5,6,2.35,126,1.288,24,12,3,111,91,0,52,63,*3O/145,1B,1,1939,1915,1930,4,0
Eddie Collins,250,72,25,118.5,62.2,90.4,54.4,2826,9949,1821,3315,47,1300,741,1499,0.333,0.424,0.429,0.853,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*46/O5,2B,1,1939,1906,1930,4,0
Willie Keeler,189,49,19,50.7,34.7,42.7,55.4,2123,8591,1719,2932,33,810,495,524,0.341,0.388,0.415,0.802,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O5/46,RF,1,1939,1892,1910,4,0
Jimmy Archer,0,1,12,4.5,5.1,4.8,40.7,847,2646,247,660,16,296,36,124,0.249,0.288,0.333,0.621,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/45O,C,0,0,1904,1918,3,0
Ossee Schrecongost,5,1,11,11.7,12.3,12,40.7,895,3057,304,829,9,338,52,102,0.271,0.297,0.345,0.642,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/O46,C,0,0,1897,1908,3,0
Buck Ewing,35,38,18,45.7,29.4,37.6,40.7,1315,5363,1129,1625,71,883,354,392,0.303,0.351,0.456,0.807,129,2,3,3.45,112,1.66,9,4,0,47,55,2,23,23,*23O546/1,C,4,1939,1880,1897,1,0
Hub Perdue,2,6,5,0.1,0.1,0.1,57.9,161,300,20,42,0,10,0,12,0.14,0.173,0.15,0.323,-8,51,64,3.85,85,1.346,161,122,7,918.1,1037,43,199,317,1,P,0,0,1911,1915,2,0
Jake Stahl,5,4,9,14.3,14.9,14.6,51.5,981,3425,405,894,31,437,178,221,0.261,0.323,0.382,0.706,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3O/2,1B,0,0,1903,1913,2,0
