Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,position,method,induction.year,first.year,last.year,Num.Years.On.Ballot,mitchell.report
Gus Suhr,22,15,11,20.5,19,19.7,51.5,1435,5176,714,1446,84,818,53,718,0.279,0.368,0.428,0.796,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O,1B,0,0,1930,1940,3,0
Addie Joss,89,47,9,41.4,36.3,38.8,57.9,296,817,46,118,1,51,10,54,0.144,0.198,0.188,0.387,20,160,97,1.89,142,0.968,286,260,5,2327,1888,19,364,920,1/3O5,P,4,1978,1902,1910,7,0
Birdie Tebbetts,17,25,14,2.5,4.8,3.6,40.7,1162,3704,357,1000,38,469,29,389,0.27,0.341,0.358,0.7,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1936,1952,2,0
Hans Lobert,2,16,14,21,19,20,53.4,1317,4563,640,1252,32,482,316,395,0.274,0.337,0.366,0.703,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/O4,3B,0,0,1903,1917,4,0
Dick Bartell,66,32,18,37.3,28.5,32.9,52.1,2016,7629,1130,2165,79,710,109,748,0.284,0.355,0.391,0.747,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*654,SS,0,0,1927,1946,4,0
Tom Zachary,32,15,19,37.2,27.9,32.6,57.9,546,1122,79,254,6,112,0,62,0.226,0.268,0.289,0.557,48,186,191,3.73,107,1.437,533,408,22,3126.1,3580,118,914,720,*1,P,0,0,1918,1936,2,0
Willie Kamm,4,20,13,31.4,23.3,27.4,53.4,1693,5851,802,1643,29,826,126,824,0.281,0.372,0.384,0.756,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5,3B,0,0,1923,1935,2,0
Charley O'Leary,5,0,11,-1.7,2.4,0.3,52.1,955,3232,317,731,3,213,74,164,0.226,0.27,0.272,0.543,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*645/O,SS,0,0,1904,1934,3,0
Heinie Groh,24,24,16,46.3,34.2,40.2,53.4,1676,6074,918,1774,26,566,180,696,0.292,0.373,0.384,0.757,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*4/6,3B,0,0,1912,1927,8,0
Sibby Sisti,0,9,13,0.5,3.1,1.8,54.4,1016,2999,401,732,27,260,30,283,0.244,0.313,0.324,0.637,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*456O9/73,2B,0,0,1939,1954,1,0
Johnny Pesky,71,33,10,30.4,29.9,30.2,52.1,1270,4745,867,1455,17,404,53,662,0.307,0.394,0.386,0.78,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*54,SS,0,0,1942,1954,1,0
Sparky Adams,17,19,13,14.9,14.2,14.6,54.4,1424,5557,844,1588,9,394,154,453,0.286,0.343,0.353,0.695,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*56/O,2B,0,0,1922,1934,2,0
General Crowder,66,20,11,25.1,25,25,57.9,403,847,66,164,0,59,0,37,0.194,0.227,0.227,0.454,18,167,115,4.12,105,1.388,402,292,22,2344.1,2453,137,800,799,*1,P,0,0,1926,1936,2,0
Rick Ferrell,109,34,18,26.3,18.3,22.3,40.7,1884,6028,687,1692,28,734,29,931,0.281,0.378,0.363,0.741,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,4,1984,1929,1947,3,0
Rube Walberg,31,9,15,32.1,24.3,28.2,57.9,547,905,78,162,4,84,2,48,0.179,0.22,0.232,0.452,15,155,141,4.16,107,1.447,544,306,32,2644,2795,163,1031,1085,*1,P,0,0,1923,1937,2,0
Freddy Leach,22,17,10,6.9,9,7.9,50.7,991,3733,543,1147,72,509,32,163,0.307,0.341,0.446,0.787,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,OF,0,0,1923,1932,2,0
Ray Blades,22,21,10,14.2,14.5,14.3,50.7,767,2415,467,726,50,340,33,331,0.301,0.395,0.46,0.855,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/546,LF,0,0,1922,1932,2,0
Bubbles Hargrave,24,20,12,17.9,17.3,17.6,40.7,852,2533,314,786,29,376,29,217,0.31,0.372,0.452,0.824,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1913,1930,3,0
Ken Keltner,36,19,13,30.4,26.1,28.3,53.4,1526,5683,737,1570,163,852,39,514,0.276,0.338,0.441,0.778,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5/3,3B,0,0,1937,1950,2,0
Mule Haas,18,17,12,10.4,11.5,10.9,54.8,1168,4303,706,1257,43,496,12,433,0.292,0.359,0.402,0.761,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O3,CF,0,0,1925,1938,4,0
Max Carey,76,36,20,51.1,32.2,41.6,54.8,2476,9363,1545,2665,70,800,738,1040,0.285,0.361,0.386,0.747,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,CF,4,1961,1910,1929,14,0
Stan Coveleski,109,38,14,55.8,47,51.4,57.9,451,1058,70,168,1,81,0,53,0.159,0.202,0.205,0.407,9,215,142,2.89,127,1.251,450,385,21,3082,3055,66,802,981,*1/O,P,4,1969,1912,1928,5,0
Billy Southworth,12,19,13,19.3,17.7,18.5,55.4,1192,4359,661,1296,52,561,138,402,0.297,0.359,0.415,0.773,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/4,RF,5,2008,1913,1929,8,0
Art Nehf,70,32,15,27.4,21.3,24.4,57.9,464,915,90,192,8,76,7,86,0.21,0.281,0.279,0.56,57,184,120,3.2,105,1.239,451,320,13,2707.2,2715,107,640,844,*1/O,P,0,0,1915,1929,11,0
Steve O'Neill,46,26,17,21.2,18.7,20,40.7,1590,4795,448,1259,13,537,30,592,0.263,0.349,0.337,0.685,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/3,C,0,0,1911,1928,7,0
Carl Mays,114,41,15,47.1,35.6,41.4,57.9,502,1085,113,291,5,110,1,66,0.268,0.313,0.35,0.663,82,208,126,2.92,119,1.207,490,324,31,3021.1,2912,73,734,862,*1,P,0,0,1915,1929,1,0
Bullet Joe Bush,63,22,17,33.9,31.7,32.8,57.9,581,1239,128,313,7,137,4,53,0.253,0.283,0.345,0.628,72,196,184,3.51,99,1.378,489,370,19,3087.1,2992,96,1263,1319,*1/O,P,0,0,1912,1928,1,0
Urban Shocker,65,33,13,54.9,42,48.5,57.9,412,798,89,167,1,70,1,139,0.209,0.334,0.249,0.584,55,187,117,3.17,124,1.255,412,317,25,2681.2,2709,130,657,983,*1,P,0,0,1916,1928,5,0
Bill Doak,48,22,16,21.7,21.4,21.5,57.9,453,905,40,115,1,30,0,30,0.127,0.157,0.158,0.315,-9,169,157,2.98,107,1.267,453,369,16,2782.2,2676,71,851,1014,*1,P,0,0,1912,1929,1,0
Tony Cuccinello,21,20,15,32,25.8,28.9,54.4,1704,6184,730,1729,94,884,42,579,0.28,0.343,0.394,0.737,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*5/6,2B,0,0,1930,1945,2,0
Frankie Gustine,12,14,12,6.4,9.9,8.1,53.4,1261,4582,553,1214,38,480,60,369,0.265,0.322,0.359,0.681,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*5*6/23,2B,0,0,1939,1950,1,0
Billy Werber,32,22,11,23.5,21.6,22.5,53.4,1295,5024,875,1363,78,539,215,701,0.271,0.364,0.392,0.756,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56O/4,3B,0,0,1930,1942,4,0
Charlie Berry,0,4,11,4.5,5,4.8,40.7,709,2018,196,539,23,256,13,160,0.267,0.322,0.374,0.696,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1925,1938,2,0
Lee Meadows,38,20,15,26.5,25.7,26.1,57.9,498,1117,80,201,5,75,0,34,0.18,0.208,0.23,0.438,21,188,180,3.37,106,1.34,490,406,7,3160.2,3280,85,956,1063,*1,P,0,0,1915,1929,1,0
Cy Perkins,0,23,17,4.4,6.7,5.6,40.7,1171,3604,329,933,30,409,18,301,0.259,0.319,0.352,0.67,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/6345,C,0,0,1915,1934,1,0
Ray Kremer,63,21,10,22.9,24.5,23.7,57.9,309,687,57,122,5,69,0,37,0.178,0.22,0.249,0.469,20,143,85,3.76,113,1.326,308,247,10,1954.2,2108,123,483,516,*1,P,0,0,1924,1933,2,0
Wally Berger,61,29,11,39.8,34.2,37,54.8,1350,5163,809,1550,242,898,36,435,0.3,0.359,0.522,0.881,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,CF,0,0,1930,1940,2,0
Joe McCarthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,MGR,5,1957,1926,1950,5,0
Pep Young,1,3,10,4.8,6.2,5.5,54.4,730,2466,274,645,32,347,18,152,0.262,0.308,0.38,0.688,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*465/O,2B,0,0,1933,1945,1,0
Gus Mancuso,34,24,17,9.7,10.8,10.3,40.7,1460,4505,386,1194,53,543,8,418,0.265,0.328,0.351,0.679,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1928,1945,1,0
Johnny Mostil,34,20,10,22,22.3,22.1,54.8,972,3507,618,1054,23,376,176,415,0.301,0.386,0.427,0.812,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/456,CF,0,0,1918,1929,2,0
George Grantham,36,31,13,30.5,23.4,26.9,54.4,1444,4989,912,1508,105,712,132,717,0.302,0.392,0.461,0.854,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*3/O5,2B,0,0,1922,1934,1,0
Curt Davis,33,20,13,37,30.6,33.8,57.9,449,813,70,165,11,81,1,28,0.203,0.229,0.264,0.494,33,158,131,3.42,116,1.264,429,280,33,2325,2459,142,479,684,*1,P,0,0,1934,1946,1,0
Monte Pearson,36,14,10,18.8,19.4,19.1,57.9,225,513,58,117,2,62,2,39,0.228,0.283,0.29,0.573,46,100,61,4,112,1.491,224,191,4,1429.2,1392,82,740,703,1,P,0,0,1932,1941,1,0
Harry Walker,22,12,11,9.7,11,10.3,54.8,807,2651,385,786,10,214,42,245,0.296,0.358,0.383,0.741,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/345,CF,0,0,1940,1955,1,0
Clyde Sukeforth,0,2,10,0.4,2,1.2,40.7,486,1237,122,326,2,96,12,95,0.264,0.319,0.331,0.65,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1926,1945,1,0
Ken Williams,68,39,14,39.5,34.3,36.9,50.7,1397,4862,860,1552,196,913,154,566,0.319,0.393,0.53,0.924,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/34,LF,0,0,1915,1929,2,0
Jumbo Elliott,6,3,10,8,10,9,57.9,253,416,26,68,4,37,0,21,0.163,0.205,0.219,0.424,10,63,74,4.24,100,1.452,252,144,12,1206.2,1338,69,414,453,1,P,0,0,1923,1934,1,0
Larry Benton,20,7,13,15.9,16.8,16.4,57.9,462,738,54,122,2,42,1,30,0.165,0.202,0.195,0.397,6,127,128,4.03,98,1.415,455,261,22,2297,2559,108,691,670,*1,P,0,0,1923,1935,1,0
Wally Pipp,25,17,15,27.8,21.4,24.6,51.5,1872,6914,974,1941,90,997,125,596,0.281,0.341,0.408,0.749,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3,1B,0,0,1913,1928,1,0
Billy Jurges,24,16,17,28.3,21.2,24.7,52.1,1816,6253,721,1613,43,656,36,568,0.258,0.325,0.335,0.66,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*654,SS,0,0,1931,1947,2,0
Sam Chapman,12,17,11,15.3,15.2,15.3,54.8,1368,4988,754,1329,180,773,41,562,0.266,0.342,0.438,0.78,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/39,CF,0,0,1938,1951,1,0
Jack Scott,14,5,12,16.7,16.1,16.4,57.9,408,680,67,187,5,73,1,39,0.275,0.319,0.354,0.673,84,103,109,3.85,95,1.357,356,195,19,1814.2,1969,95,493,657,*1/O,P,0,0,1916,1929,1,0
Red Lucas,20,19,16,42.7,30.9,36.8,57.9,907,1439,155,404,3,190,2,124,0.281,0.34,0.347,0.687,85,157,135,3.72,107,1.255,396,302,7,2542,2736,136,455,602,*1/465O,P,0,0,1923,1938,3,0
Jimmy Austin,0,12,18,19.2,15.8,17.5,53.4,1580,5388,661,1328,13,390,244,592,0.246,0.326,0.314,0.64,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/4,3B,0,0,1909,1929,1,0
Whit Wyatt,41,9,16,23.6,26.3,24.9,57.9,366,607,53,133,7,69,0,26,0.219,0.254,0.303,0.557,50,106,95,3.79,106,1.321,360,210,13,1761,1684,98,642,872,*1,P,0,0,1929,1945,1,0
Hank Greenberg,188,46,13,55.1,45.9,50.5,51.5,1394,5193,1051,1628,331,1276,58,852,0.313,0.412,0.605,1.017,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3O,1B,1,1956,1930,1947,9,0
Joe Cronin,143,55,20,61.9,41.8,51.8,52.1,2124,7579,1233,2285,170,1424,87,1059,0.301,0.39,0.468,0.857,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6534/O,SS,1,1956,1926,1945,10,0
Zack Wheat,98,48,19,56.9,33.5,45.2,50.7,2410,9106,1289,2884,132,1248,205,650,0.317,0.367,0.45,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,LF,4,1959,1909,1927,16,0
Ross Youngs,72,32,10,30.9,29.3,30.1,55.4,1211,4627,812,1491,42,592,153,550,0.322,0.399,0.441,0.839,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/4,RF,4,1972,1917,1926,17,0
George Earnshaw,57,10,9,18.3,21,19.6,57.9,319,704,61,162,3,70,1,20,0.23,0.253,0.295,0.549,41,127,93,4.38,100,1.457,319,249,12,1915.1,1981,142,809,1002,*1,P,0,0,1928,1936,5,0
Jim Tobin,11,8,9,25.9,24,24.9,57.9,396,796,81,183,17,102,1,80,0.23,0.303,0.345,0.648,83,105,112,3.44,106,1.308,287,227,5,1900,1929,107,557,498,3-Jan,1B,0,0,1937,1945,1,0
Guy Bush,51,17,17,18.9,17.7,18.3,57.9,544,888,57,143,0,52,3,50,0.161,0.207,0.179,0.386,3,176,136,3.86,104,1.399,542,308,34,2722,2950,151,859,850,*1,P,0,0,1923,1945,1,0
Hughie Critz,10,14,12,13.7,15.9,14.8,54.4,1478,5930,832,1591,38,531,97,289,0.268,0.303,0.352,0.656,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/6,2B,0,0,1924,1935,1,0
Joe Kuhel,28,25,18,21.8,19,20.4,51.5,2104,7984,1236,2212,131,1049,178,980,0.277,0.359,0.406,0.765,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3,1B,0,0,1930,1947,1,0
Bob Johnson,92,46,13,52.8,33.8,43.3,50.7,1863,6920,1239,2051,288,1283,96,1075,0.296,0.393,0.506,0.899,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O3/45,LF,0,0,1933,1945,2,0
Everett Scott,29,14,13,12.6,13.5,13.1,52.1,1654,5837,552,1455,20,551,69,243,0.249,0.281,0.315,0.596,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/54,SS,0,0,1914,1926,14,0
Jim Turner,18,13,9,11.3,12.3,11.8,57.9,238,399,32,87,1,22,0,8,0.218,0.241,0.271,0.512,44,69,60,3.22,111,1.242,231,119,20,1132,1123,67,283,329,1,P,0,0,1937,1945,1,0
Sad Sam Jones,56,21,22,37.7,25.4,31.6,57.9,713,1243,151,245,6,99,7,139,0.197,0.289,0.255,0.544,45,229,217,3.84,104,1.411,647,487,31,3883,4084,151,1396,1223,*1/O,P,0,0,1914,1935,3,0
Burgess Whitehead,12,1,9,4.6,6.5,5.6,54.4,924,3316,415,883,17,245,51,150,0.266,0.304,0.331,0.634,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*456,2B,0,0,1933,1946,1,0
Earl Smith,19,18,12,13.9,12.8,13.4,40.7,860,2264,225,686,46,355,18,247,0.303,0.374,0.432,0.806,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/4,C,0,0,1919,1930,2,0
Al Schacht,0,0,3,0,0,0,32.3,53,51,9,10,0,4,0,9,0.196,0.339,0.235,0.574,55,14,10,4.48,86,1.599,53,18,2,197,254,4,61,38,1,P,0,0,1919,1921,4,0
Bill Dinneen,56,24,12,37.5,34.4,35.9,57.9,417,1143,99,219,1,60,29,80,0.192,0.252,0.219,0.471,37,170,177,3.01,107,1.231,391,352,7,3074.2,2957,78,829,1127,*1/O3,P,0,0,1898,1909,6,0
Bill Wambsganss,6,15,13,0.5,5.8,3.2,54.4,1491,5241,710,1359,7,520,140,490,0.259,0.328,0.327,0.655,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*465/3,2B,0,0,1914,1926,6,0
Joe DiMaggio,262,58,13,75.1,49.1,62.1,54.8,1736,6821,1390,2214,361,1537,30,790,0.325,0.398,0.579,0.977,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,CF,1,1955,1936,1951,4,0
Ted Lyons,65,30,21,65.2,38.3,51.7,57.9,705,1563,162,364,5,149,0,73,0.233,0.27,0.285,0.556,45,260,230,3.67,118,1.348,594,484,23,4161,4489,222,1121,1073,*1/O,P,1,1955,1923,1946,10,0
Dazzy Vance,89,35,16,58,48,53,57.9,442,971,68,146,7,75,1,79,0.15,0.219,0.198,0.417,10,197,140,3.24,125,1.23,442,349,11,2966.2,2809,132,840,2045,*1,P,1,1955,1915,1935,16,0
Gabby Hartnett,121,48,20,50.7,29,39.9,40.7,1990,6432,867,1912,236,1179,28,703,0.297,0.37,0.489,0.858,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23,C,1,1955,1922,1941,12,0
Ray Schalk,56,25,18,25,20.2,22.6,40.7,1762,5306,579,1345,11,594,177,638,0.253,0.34,0.316,0.656,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,4,1955,1912,1929,16,0
Rube Marquard,84,31,18,29.1,27.6,28.4,57.9,536,1107,63,198,1,64,6,33,0.179,0.207,0.202,0.41,17,201,177,3.08,103,1.237,536,407,19,3306.2,3233,107,858,1593,*1,P,4,1971,1908,1925,13,0
Duffy Lewis,19,12,11,17.9,18.6,18.2,50.7,1459,5351,612,1518,38,793,113,352,0.284,0.333,0.384,0.717,108,0,0,18,25,3,1,0,0,1,3,0,0,1,*O/51,LF,0,0,1910,1921,9,0
Dickey Kerr,22,12,4,9.1,9.1,9.1,57.9,143,275,40,60,0,21,4,28,0.218,0.295,0.284,0.579,54,53,34,3.84,99,1.388,140,83,6,811.1,876,24,250,235,1,P,0,0,1919,1925,11,0
Babe Adams,72,39,19,50.5,39.5,45,57.9,482,1019,79,216,3,75,1,53,0.212,0.252,0.281,0.532,50,194,140,2.76,118,1.092,482,354,15,2995.1,2841,67,430,1036,*1,P,0,0,1906,1926,15,0
Wilbur Cooper,76,33,15,51.8,40.5,46.2,57.9,521,1227,111,293,6,106,12,47,0.239,0.269,0.309,0.578,61,216,178,2.89,116,1.226,517,406,14,3480,3415,103,853,1252,*1/O,P,0,0,1912,1926,9,0
Clyde Milan,24,23,16,36.2,26.1,31.1,54.8,1982,7359,1004,2100,17,617,495,685,0.285,0.353,0.353,0.706,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,CF,0,0,1907,1922,7,0
Roger Peckinpaugh,48,26,17,40.6,27.1,33.8,52.1,2012,7233,1006,1876,48,739,205,814,0.259,0.336,0.335,0.672,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/3,SS,0,0,1910,1927,9,0
Jake Daubert,70,27,15,36.8,24.5,30.7,51.5,2014,7673,1117,2326,56,722,251,623,0.303,0.36,0.401,0.76,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3,1B,0,0,1910,1924,5,0
Johnny Allen,35,24,13,23.7,22,22.8,57.9,365,716,82,124,4,64,1,33,0.173,0.21,0.215,0.425,11,142,75,3.75,113,1.326,352,241,18,1950.1,1849,103,738,1070,*1,P,0,0,1932,1944,1,0
Rabbit Maranville,59,30,23,39.4,28.8,34.1,52.1,2670,10078,1255,2605,28,884,291,839,0.258,0.318,0.34,0.658,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*4/5,SS,1,1954,1912,1935,14,0
Bill Dickey,178,56,17,52.4,32.8,42.6,40.7,1789,6300,930,1969,202,1209,36,678,0.313,0.382,0.486,0.868,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,1,1954,1928,1946,9,0
Bill Terry,169,42,14,52.1,39.9,46,51.5,1721,6428,1120,2193,154,1078,56,537,0.341,0.393,0.506,0.899,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O,1B,1,1954,1923,1936,14,0
Lu Blue,32,25,13,33,25.7,29.4,51.5,1615,5904,1151,1696,44,695,151,1092,0.287,0.402,0.401,0.803,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O,1B,0,0,1921,1933,1,0
Dizzy Dean,112,33,12,43.4,41.4,42.4,57.9,325,717,76,161,8,76,5,9,0.225,0.235,0.301,0.536,43,150,83,3.02,131,1.206,317,230,30,1967.1,1919,95,453,1163,*1,P,1,1953,1930,1947,9,0
Al Simmons,228,63,20,64.3,43.5,53.9,50.7,2215,8759,1507,2927,307,1827,88,615,0.334,0.38,0.535,0.915,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,LF,1,1953,1924,1944,9,0
Chief Bender,119,51,16,46.6,33.5,40.1,57.9,507,1147,102,243,6,116,20,75,0.212,0.266,0.28,0.546,66,212,127,2.46,112,1.113,459,334,34,3017,2645,40,712,1711,*1/3O45,P,4,1953,1903,1925,14,0
Casey Stengel,4,15,14,18.5,16.2,17.4,55.4,1277,4288,575,1219,60,535,131,437,0.284,0.356,0.41,0.766,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,RF,5,1966,1912,1925,9,0
Bill Lange,44,33,7,21.4,21.4,21.4,54.8,813,3202,691,1056,39,579,400,350,0.33,0.4,0.458,0.858,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O4/3562,CF,0,0,1893,1899,1,0
Germany Schaefer,6,12,15,6.8,9.4,8.1,54.4,1150,3784,495,972,9,308,201,333,0.257,0.319,0.32,0.639,97,0,0,18,35,3,2,0,0,1,3,1,0,0,*4356O/1,2B,0,0,1901,1918,2,0
Dave Robertson,14,7,9,9.1,10.3,9.7,55.4,804,2830,366,812,47,364,94,113,0.287,0.318,0.409,0.727,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,RF,0,0,1912,1922,1,0
Donie Bush,35,34,16,36.7,32.2,34.4,52.1,1945,7210,1280,1804,9,436,406,1158,0.25,0.356,0.3,0.656,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/4,SS,0,0,1908,1923,6,0
Gabby Street,0,0,8,3.3,4.1,3.7,40.7,504,1501,98,312,2,105,17,119,0.208,0.273,0.256,0.529,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1904,1931,3,0
George Selkirk,32,23,9,20.7,20.9,20.8,55.4,846,2790,503,810,108,576,49,486,0.29,0.4,0.483,0.883,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,OF,0,0,1934,1942,6,0
Hub Pruett,0,0,7,1.8,1.8,1.8,32.3,211,212,9,36,0,12,0,21,0.17,0.245,0.203,0.447,17,29,48,4.63,92,1.627,211,69,13,745,816,28,396,357,1,P,0,0,1922,1932,5,0
Johnny Kling,24,24,13,22.9,21.1,22,40.7,1261,4246,475,1154,20,515,124,281,0.272,0.319,0.357,0.676,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/O356,C,0,0,1900,1913,9,0
Harry Heilmann,188,57,17,67.3,44.6,55.9,55.4,2147,7787,1291,2660,183,1539,113,856,0.342,0.41,0.52,0.93,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O*3/4,RF,1,1952,1914,1932,12,0
Paul Waner,252,61,20,69.8,41,55.4,55.4,2549,9459,1627,3152,113,1309,104,1091,0.333,0.404,0.473,0.878,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O3,RF,1,1952,1926,1945,6,0
Ben Chapman,78,37,15,38.4,28,33.2,55.4,1717,6478,1144,1958,90,977,287,824,0.302,0.383,0.44,0.823,114,8,6,4.39,84,1.542,25,16,0,141.1,147,7,71,65,*O54/16,OF,0,0,1930,1946,2,0
Mel Ott,217,69,22,104,51.1,77.5,55.4,2730,9456,1859,2876,511,1860,89,1708,0.304,0.414,0.533,0.947,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O5/4,RF,1,1951,1926,1947,3,0
Jimmie Foxx,314,72,20,92.5,57.5,75,51.5,2317,8134,1751,2646,534,1922,87,1452,0.325,0.428,0.609,1.038,163,1,0,1.52,261,1.141,10,2,0,23.2,13,0,14,11,*352/O16,1B,1,1951,1925,1945,7,0
Home Run Baker,81,33,13,59.5,44.6,52.1,53.4,1575,5984,887,1838,96,987,235,473,0.307,0.363,0.442,0.805,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5,3B,0,0,1908,1922,11,0
Bill McKechnie,6,1,11,2.5,5.7,4.1,53.4,846,2843,319,713,8,240,127,190,0.251,0.301,0.313,0.614,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5436/O,3B,5,1962,1907,1920,4,0
